18.12,18.01,18.12,18.01,18.01,18.01,18.12,18.01,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.35,18.23,18.12,18.35,18.23,18.23,18.12,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.12,18.23,18.23,18.23,18.23,18.12,18.23,18.23,18.23,18.23,18.23,18.23,18.12,18.12,18.12,18.01,18.01,18.12,18.12,18.01,17.90,18.01,17.90,18.01,18.01,18.01,17.90,18.01,17.90,17.90,17.90,17.90,18.01,18.01,18.01,18.01,17.67,17.79,17.79,17.79,17.79,17.90,17.79,17.90,17.90,17.90,17.79,17.79,17.79,17.79,17.79,17.79,17.67,17.79,17.79,17.90,17.90,17.90,17.90,17.79,17.79,17.79,17.79,17.90,17.90,17.90,17.90,17.79,17.79,17.79,17.79,17.79,17.79,17.67,17.79,17.79,17.79,17.79,17.79,17.90,17.90,17.79,17.90,17.90,17.90,17.90,17.79,18.01,17.90,17.90,17.90,17.79,17.79,17.90,17.90,17.90,17.90,17.90,17.90,17.79,17.90,17.90,17.90,17.90,17.90,17.79,17.90,17.90,18.01,18.01,17.90,17.90,17.90,17.90,17.90,17.90,17.90,17.90,17.90,18.01,18.01,18.01,18.01,18.01,18.01,18.01,18.01,17.90,17.90,17.79,17.90,17.90,17.90,18.12,18.01,18.12,18.12,18.23,18.23,18.12,18.12,18.12,18.12,18.01,17.90,18.01,18.01,17.90,17.90,18.01,17.90,17.90,17.90,17.90,17.90,17.90,17.90,17.90,17.90,17.90,17.90,17.90,18.01,18.01,17.90,17.90,17.79,17.90,17.90,17.90,17.90,17.90,17.90,18.01,17.90,18.01,17.90,17.90,17.90,17.90,17.90,17.79,17.90,17.90,17.90,17.90,17.90,17.90,17.90,18.01,17.90,17.90,18.01,18.01,18.01,18.01,18.01,18.01,17.90,17.90,18.01,18.01,18.01,18.01,18.01,18.01,18.01,18.01,18.01,18.01,17.90,18.01,17.90,17.90,17.90,18.01,18.01,18.12,18.12,18.12,18.01,18.01,18.01,18.01,17.90,17.90,17.90,17.90,17.90,18.01,18.01,18.01,18.01,18.01,18.01,18.12,18.01,18.01,18.01,17.90,17.90,18.01,18.01,17.90,17.79,18.01,17.90,18.01,17.90,17.90,17.90,17.90,17.90,17.90,18.01,18.01,18.12,18.01,17.90,17.90,17.79,17.90,17.90,18.01,18.01,18.01,17.90,18.01,17.90,17.90,17.90,18.01,17.90,17.90,17.90,18.01,18.01,18.01,17.90,18.01,17.90,17.79,17.79,17.90,17.79,18.01,17.90,17.90,17.90,18.01,17.90
18.68,18.80,18.68,18.68,18.80,18.80,18.80,18.80,18.68,18.80,18.80,18.68,18.80,18.91,18.80,18.80,18.80,18.91,18.68,18.68,18.80,19.02,18.80,18.91,18.91,18.80,19.02,18.68,18.68,19.02,18.80,18.80,18.91,18.80,18.91,18.80,18.91,18.80,18.80,18.80,18.68,18.57,18.80,18.57,18.80,18.68,18.57,18.68,18.57,18.57,18.46,18.57,18.57,18.57,18.46,18.57,18.35,18.35,18.46,18.46,18.35,18.57,18.57,18.57,18.46,18.57,18.57,18.46,18.46,18.57,18.46,18.35,18.46,18.57,18.68,18.46,18.46,18.68,18.46,18.46,18.35,18.46,18.57,18.46,18.57,18.68,18.57,18.57,18.46,18.57,18.35,18.46,18.68,18.57,18.57,18.68,18.57,18.57,18.57,18.35,18.46,18.57,18.57,18.46,18.46,18.46,18.57,18.57,18.68,18.57,18.68,18.57,18.57,18.80,18.57,18.46,18.57,18.68,18.57,18.57,18.46,18.57,18.68,18.68,18.68,18.57,18.57,18.57,18.57,18.46,18.68,18.68,18.57,18.57,18.46,18.57,18.57,18.57,18.57,18.57,18.57,18.46,18.57,18.57,18.68,18.57,18.46,18.57,18.80,18.68,18.57,18.57,18.46,18.80,18.68,18.68,18.57,18.68,18.80,18.57,18.46,18.68,18.57,18.57,18.80,18.91,18.80,18.91,18.91,18.91,18.80,18.68,18.80,18.80,18.57,18.57,18.57,18.57,18.57,18.57,18.80,18.57,18.68,18.57,18.46,18.57,18.57,18.35,18.68,18.68,18.68,18.57,18.57,18.68,18.57,18.68,18.57,18.57,18.68,18.57,18.68,18.46,18.57,18.68,18.57,18.80,18.68,18.80,18.57,18.68,18.68,18.46,18.68,18.68,18.57,18.68,18.68,18.68,18.80,18.80,18.68,18.57,18.80,18.80,18.80,18.57,18.91,18.57,18.80,18.57,18.80,18.80,18.80,18.80,18.68,18.80,18.68,18.57,18.80,18.68,18.57,18.57,18.68,18.91,18.68,18.91,18.80,18.80,18.80,18.57,18.80,18.68,18.57,18.80,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.80,18.68,18.57,18.80,18.68,18.68,18.68,18.68,18.68,18.68,18.80,18.68,18.68,18.57,18.80,18.68,18.68,18.57,18.68,18.68,18.57,18.68,18.68,18.57,18.80,18.57,18.57,18.68,18.68,18.68,18.80,18.46,18.80,18.68,18.80,18.68,18.68,18.57,18.46,18.68,18.68,18.68,18.68,18.80,18.91,18.57,18.80,18.57,18.68,18.57,18.68,18.68,18.57,18.68,18.57,18.80,18.68,18.80
19.02,18.80,18.68,18.91,18.68,19.13,18.80,18.80,18.68,18.91,19.02,18.80,18.91,18.91,18.91,18.91,18.80,18.68,18.91,18.91,18.91,18.91,19.02,18.91,18.91,18.80,18.91,18.91,18.80,18.80,18.91,18.91,18.80,18.80,18.91,18.80,18.91,18.91,18.80,18.91,18.91,18.91,18.91,18.68,18.91,18.68,18.68,18.57,18.68,18.57,18.57,18.57,18.57,18.46,18.46,18.46,18.46,18.57,18.57,18.46,18.46,18.57,18.57,18.57,18.80,18.46,18.68,18.46,18.57,18.68,18.80,18.46,18.68,18.57,18.68,18.80,18.80,18.68,18.57,18.68,18.68,18.57,18.57,18.46,18.80,18.91,18.57,18.68,18.68,18.68,18.57,18.46,18.68,18.68,18.68,18.68,18.68,18.57,18.68,18.68,18.68,18.80,18.57,18.57,18.57,18.46,18.57,18.68,18.68,18.80,18.80,18.80,18.80,18.57,18.80,18.57,18.91,18.91,18.68,18.68,18.68,18.57,18.91,18.68,18.80,18.80,18.68,18.68,18.68,18.80,18.68,18.68,18.68,18.80,18.68,18.68,18.68,18.57,18.80,18.57,18.80,18.57,18.80,18.80,18.68,18.57,18.68,18.91,18.68,18.91,18.91,18.68,19.02,18.68,18.91,18.80,19.02,18.80,18.68,18.80,18.68,18.68,18.91,18.80,19.02,19.13,18.91,19.02,19.13,19.02,19.02,18.91,19.02,18.80,18.80,18.80,18.68,18.68,18.91,18.80,18.80,18.91,18.91,18.80,18.80,18.68,18.68,18.68,18.91,18.68,18.68,19.02,18.68,18.68,18.80,18.57,18.57,18.68,18.68,18.68,18.57,18.80,18.68,18.68,18.80,18.91,18.80,18.80,18.91,18.68,18.68,18.57,18.80,18.80,18.68,18.80,18.80,18.80,18.80,18.80,19.02,18.80,18.80,18.91,18.91,18.91,18.91,18.68,18.68,19.02,18.91,18.91,18.91,18.80,19.02,18.80,19.02,18.80,18.80,18.68,18.68,18.80,18.80,18.80,19.02,18.91,19.02,18.91,19.02,18.80,19.02,18.80,18.91,18.91,18.91,18.80,18.91,18.80,19.02,18.68,19.02,18.91,18.80,18.80,18.91,18.80,18.91,18.80,19.02,19.02,18.91,18.91,18.91,18.80,18.80,18.80,18.80,18.68,18.80,18.80,18.68,18.68,18.68,18.80,19.02,19.02,18.91,18.68,18.91,18.46,18.80,18.80,18.91,19.02,18.80,18.80,19.02,18.80,18.68,18.68,18.68,18.80,18.80,19.02,18.91,18.80,18.91,18.80,18.80,18.80,18.68,18.91,18.68,18.68,19.02,18.80,18.91,18.80,18.80,18.91
19.13,19.02,19.13,19.02,19.02,19.13,18.91,19.13,19.13,19.02,19.13,19.13,19.24,19.02,19.13,19.13,19.02,19.13,19.13,19.13,19.47,19.47,19.24,19.24,19.36,19.36,19.24,19.13,19.24,19.13,19.02,19.24,19.13,19.36,19.24,19.13,19.13,19.24,19.24,19.13,19.24,19.02,19.02,19.02,19.13,19.02,18.91,18.91,18.91,18.91,18.91,18.80,18.91,19.02,18.91,18.80,18.80,18.80,18.91,18.80,18.80,18.91,18.68,18.80,18.80,18.80,18.91,18.68,18.80,18.91,18.68,18.80,18.80,18.91,18.91,18.91,18.80,18.91,18.80,18.80,18.80,18.80,18.80,18.80,19.02,18.91,18.91,18.91,18.80,18.91,18.91,18.80,18.80,18.91,18.80,18.91,18.80,18.80,18.80,18.91,18.91,18.80,18.80,18.80,18.80,18.80,18.80,18.80,18.91,19.02,18.91,18.91,19.02,19.02,19.02,19.02,19.02,18.91,19.02,19.13,18.80,19.02,18.91,19.02,19.02,18.91,18.80,18.80,18.91,18.80,18.80,18.80,19.02,19.02,18.80,18.80,18.91,18.80,18.91,18.68,18.91,18.80,18.80,18.80,18.91,18.91,18.91,18.91,18.80,19.02,18.80,18.91,18.91,19.02,19.02,18.91,19.02,19.02,18.91,18.91,18.91,18.91,18.91,18.91,19.24,19.02,19.13,19.13,19.24,19.24,19.24,19.02,19.13,19.13,18.91,18.91,18.91,19.02,18.68,18.68,19.13,18.91,18.91,19.02,18.80,19.02,18.91,18.91,18.91,18.91,19.02,19.02,18.91,18.91,19.02,18.80,19.02,18.91,18.91,18.91,18.91,18.80,18.91,18.91,19.02,18.91,19.02,19.02,18.91,19.02,18.91,19.02,19.13,18.91,19.02,18.91,19.02,19.02,19.13,19.02,19.13,19.02,19.02,19.13,18.91,18.91,18.80,18.91,19.24,18.91,19.02,19.13,19.02,19.02,19.13,19.02,18.91,19.13,19.02,18.91,19.02,18.91,18.91,18.91,19.13,19.13,19.13,19.02,19.02,18.91,18.91,19.02,19.24,18.91,18.91,19.02,18.91,18.80,19.02,19.02,19.02,18.91,19.13,18.91,19.02,19.02,19.13,19.02,19.24,18.91,19.13,19.13,18.91,19.24,18.91,19.02,19.13,19.02,19.02,19.02,18.91,19.02,19.02,18.91,19.02,19.02,18.91,19.02,18.91,18.91,18.91,18.91,19.02,18.91,19.02,19.02,18.91,19.13,19.02,18.80,19.13,18.91,18.91,18.91,18.91,19.02,18.91,18.91,18.91,19.13,19.02,19.02,19.02,19.02,19.02,19.02,19.13,18.91,19.13,19.02
19.24,19.13,19.13,18.91,19.02,19.02,19.02,19.24,18.91,18.91,18.91,18.91,18.91,18.91,18.80,18.68,18.91,18.80,18.91,18.91,18.91,19.02,19.13,19.02,19.02,18.91,18.91,18.91,18.91,18.91,18.91,18.80,19.02,18.91,18.91,19.02,19.13,18.91,18.91,19.02,19.02,18.80,18.91,18.68,18.91,18.80,18.80,18.68,18.68,18.68,18.68,18.57,18.68,18.46,18.68,18.57,18.68,18.46,18.57,18.23,18.91,18.35,18.57,18.57,18.91,18.80,18.91,18.80,19.02,18.80,19.13,19.02,18.80,18.80,19.13,18.80,19.02,18.91,19.13,18.91,19.13,18.80,18.91,18.80,18.91,18.91,19.13,19.02,19.02,18.91,19.02,19.02,18.91,18.91,18.91,18.91,19.02,18.80,19.02,18.91,18.91,18.80,19.13,18.91,19.02,18.91,19.13,19.02,19.13,19.24,19.02,19.13,19.13,18.91,19.02,19.02,19.13,19.13,18.91,19.13,19.24,18.91,19.24,19.02,19.02,19.13,18.91,19.02,19.02,18.91,19.13,19.13,19.13,19.24,19.13,19.02,19.24,18.91,19.13,18.91,19.24,19.02,19.13,19.13,19.13,18.91,19.02,19.02,19.13,19.02,19.13,19.13,19.13,19.24,19.36,19.13,19.24,19.02,19.13,19.13,19.13,18.91,19.13,19.36,19.24,19.24,19.24,19.36,19.47,19.47,19.24,19.24,19.47,19.24,19.24,19.13,19.24,19.02,19.02,18.91,19.13,19.13,19.02,19.24,19.24,19.02,19.13,18.91,19.02,19.24,18.91,19.24,19.24,18.91,19.02,19.02,19.13,19.02,19.02,19.02,19.13,19.02,19.24,18.91,19.13,19.02,19.13,19.13,19.13,19.02,19.02,19.13,19.13,19.13,19.02,19.36,19.13,19.13,19.13,19.13,19.13,19.24,19.02,19.02,19.13,19.13,19.24,18.91,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.13,19.36,19.13,19.13,19.02,19.13,19.13,19.13,19.24,19.36,19.36,19.36,19.13,19.24,19.24,19.13,19.02,19.24,19.24,19.13,19.13,19.24,19.13,19.24,19.13,19.24,19.24,19.13,19.13,19.36,19.13,19.13,19.13,19.47,19.36,19.36,19.24,19.24,19.13,19.36,19.13,19.13,19.13,19.13,19.13,19.47,19.13,19.24,19.24,19.13,19.24,19.13,19.02,19.13,19.02,19.24,19.13,19.47,19.24,19.36,19.36,19.36,19.02,19.36,19.02,19.36,19.24,19.24,19.24,19.13,18.91,19.36,19.02,19.36,19.24,19.13,19.13,19.13,19.13,19.13,19.24,19.13,19.24,19.13,19.13
19.47,19.36,19.47,19.13,19.24,34.61,34.50,34.61,34.61,34.50,34.61,34.61,34.61,34.50,34.61,34.61,34.61,34.50,34.61,34.61,34.61,34.50,34.61,34.61,34.61,34.61,34.61,34.61,34.61,34.61,34.50,34.61,34.61,34.50,34.61,34.50,34.61,34.61,34.61,34.61,34.61,34.61,34.61,34.50,34.61,34.61,34.72,34.61,34.61,34.61,34.61,34.61,34.61,34.61,34.61,34.61,34.61,34.61,34.72,34.61,34.61,34.61,34.61,34.61,34.61,18.80,19.24,18.91,19.02,18.91,19.13,19.02,18.91,19.02,19.02,18.91,19.24,19.02,19.02,19.24,19.13,18.91,19.02,18.91,18.91,19.02,18.91,19.13,18.91,19.02,19.13,18.91,19.02,18.91,19.02,19.02,19.02,18.91,19.02,18.91,19.02,19.02,18.91,19.02,19.02,19.24,19.02,19.02,19.24,19.02,19.24,19.02,19.36,19.13,19.36,19.02,19.24,19.02,19.24,19.02,19.02,19.02,19.24,19.02,19.36,19.02,19.13,19.13,19.02,18.91,18.68,17.79,17.34,17.11,16.78,16.78,16.78,16.78,16.78,16.66,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.66,16.78,16.66,16.78,16.89,16.78,16.89,16.66,16.78,16.66,16.66,16.66,16.66,16.66,16.78,16.78,16.89,16.89,17.00,16.89,17.00,16.89,17.00,16.89,16.89,16.89,16.78,16.78,16.78,16.66,16.78,16.66,16.78,16.78,16.66,16.78,16.89,16.89,17.23,17.34,17.90,18.80,19.02,19.24,19.13,19.24,19.02,19.13,19.24,19.02,19.24,19.02,19.02,19.13,19.02,19.02,19.24,19.13,19.13,19.24,19.24,19.13,19.13,19.13,19.24,19.36,19.13,19.24,19.24,19.13,19.24,19.24,19.24,19.24,19.13,19.13,19.13,19.13,19.13,19.13,19.24,19.24,19.47,19.24,19.36,19.24,19.24,19.24,19.36,19.24,19.36,19.13,19.13,19.13,19.36,19.24,19.13,17.67,17.23,16.89,16.89,16.78,17.00,16.89,16.89,16.78,16.89,16.89,16.89,16.78,16.78,16.78,16.78,16.78,16.66,16.78,16.89,16.89,17.00,17.23,17.90,19.02,19.36,19.24,19.24,19.24,19.13,19.13,19.58,19.13,19.36,19.02,18.12,17.56,17.34,17.34,17.45,17.34,17.23,17.23,17.34,17.23,17.34,17.23,17.34,17.34,17.34,17.34,17.45,17.45,17.34,17.34,17.34,17.34,17.34,17.34,17.23,17.34,17.34,17.56,18.01,19.02,19.24,19.36,19.13,19.24,19.24,19.24,19.36,19.13,19.13,19.24
19.36,19.24,19.24,19.13,19.02,34.61,34.50,34.72,34.39,34.39,34.39,34.39,34.39,34.50,34.50,34.50,34.50,34.50,34.39,34.39,34.39,34.50,34.50,34.50,34.50,34.39,34.50,34.39,34.39,34.50,34.39,34.39,34.50,34.39,34.50,34.39,34.39,34.39,34.39,34.39,34.39,34.50,34.50,34.39,34.39,34.50,34.39,34.50,34.50,34.50,34.39,34.50,34.50,34.39,34.39,34.39,34.50,34.39,34.39,34.39,34.39,34.39,34.39,34.39,34.83,19.02,19.02,18.91,19.13,19.13,19.13,19.13,19.13,19.02,19.13,19.02,19.02,19.13,19.02,19.13,19.02,19.02,19.02,19.02,19.02,19.13,19.02,19.02,19.13,19.02,19.02,19.02,19.13,18.91,19.02,19.02,19.13,19.02,19.13,18.91,19.24,19.02,19.13,19.13,19.24,19.02,19.36,19.13,19.36,19.13,19.13,19.13,19.24,19.24,19.36,19.13,19.36,19.13,19.13,19.24,19.24,19.24,19.13,19.24,19.13,19.24,19.24,19.13,18.46,17.11,16.55,16.44,16.55,16.33,16.33,16.33,16.44,16.33,16.44,16.33,16.44,16.44,16.44,16.44,16.44,16.44,16.33,16.33,16.33,16.33,16.33,16.44,16.44,16.44,16.33,16.33,16.44,16.44,16.33,16.33,16.33,16.33,16.44,16.44,16.44,16.55,16.44,16.55,16.55,16.66,16.55,16.44,16.55,16.44,16.44,16.33,16.33,16.33,16.33,16.33,16.44,16.33,16.33,16.33,16.44,16.33,16.44,16.44,16.55,16.55,17.23,18.46,19.24,18.91,19.02,19.24,19.13,19.24,19.24,19.13,19.24,19.13,19.02,19.02,19.02,19.13,19.13,19.13,19.24,19.24,19.36,19.13,19.47,19.13,19.36,19.24,19.36,19.36,19.36,19.24,19.36,19.13,19.24,19.24,19.24,19.13,19.47,19.13,19.47,19.36,19.36,19.47,19.36,19.36,19.36,19.24,19.36,19.13,19.24,19.13,19.13,19.13,19.47,17.56,16.78,16.55,16.44,16.44,16.44,16.44,16.44,16.44,16.55,16.44,16.44,16.44,16.44,16.44,16.44,16.33,16.44,16.44,16.33,16.33,16.44,16.44,16.44,16.55,16.55,16.78,17.79,19.36,19.24,19.36,19.24,19.24,19.36,19.36,18.01,17.23,17.34,17.11,17.11,17.00,17.11,17.00,17.00,16.89,17.00,17.00,17.00,17.00,17.00,17.00,17.11,17.11,17.11,17.11,17.11,17.11,17.00,17.00,17.11,17.00,16.89,17.00,17.00,17.00,17.11,17.23,18.01,19.47,19.36,19.36,19.36,19.36,19.24,19.47,19.36,19.24
19.36,19.36,19.36,19.24,19.36,34.83,34.95,34.95,34.72,34.72,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.95,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.72,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.83,34.95,19.02,19.24,19.02,19.24,19.02,19.13,19.13,19.13,19.02,19.13,19.02,19.24,19.02,19.24,19.13,19.24,19.02,19.36,19.13,19.02,19.24,19.02,19.13,19.13,19.02,19.02,19.02,19.02,19.13,19.13,19.02,19.13,19.13,19.02,19.13,19.13,19.13,19.13,19.13,19.13,19.24,19.24,19.24,19.02,19.24,19.13,19.13,19.24,19.24,19.24,19.13,19.36,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.36,19.36,17.67,16.78,16.44,16.33,16.10,16.33,16.22,16.22,16.10,16.22,16.22,16.10,16.10,16.22,16.10,16.33,16.22,16.22,16.10,16.22,16.10,16.10,16.10,16.10,16.22,16.22,16.22,16.10,16.22,16.10,16.22,16.22,16.22,16.22,16.10,16.22,16.22,16.22,16.33,16.33,16.33,16.33,16.33,16.22,16.22,16.22,16.22,16.22,16.10,16.10,16.10,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.10,16.22,16.22,16.10,16.33,16.44,16.78,17.56,19.13,19.24,19.02,19.36,19.13,19.47,19.13,19.24,19.13,19.13,19.13,19.02,19.13,19.13,19.24,19.24,19.36,19.36,19.36,19.36,19.36,19.24,19.36,19.36,19.36,19.47,19.24,19.36,19.36,19.36,19.13,19.13,19.36,19.24,19.36,19.36,19.36,19.47,19.36,19.36,19.36,19.47,19.36,19.47,19.24,19.24,19.24,19.24,19.24,17.34,16.66,16.44,16.22,16.33,16.10,16.22,16.10,16.22,16.22,16.22,16.33,16.33,16.33,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.10,16.10,16.22,16.33,16.33,16.33,16.44,16.66,17.34,19.36,19.36,19.36,19.24,19.36,17.79,17.23,16.89,17.00,17.00,17.00,16.89,16.89,16.89,16.89,16.89,16.89,16.78,17.00,16.78,16.89,16.89,16.89,17.00,17.00,16.89,17.00,16.89,16.89,16.89,16.89,16.89,16.89,16.78,16.89,16.89,16.89,16.89,17.34,17.79,19.36,19.24,19.47,19.47,19.36,19.36,19.36,19.36
19.69,19.47,19.36,19.47,19.24,34.83,34.50,34.83,34.39,34.61,34.50,34.61,34.83,34.61,34.72,34.72,34.61,34.72,34.72,34.50,34.72,34.83,34.27,34.83,34.39,34.72,34.72,34.39,34.83,34.72,34.39,34.83,34.50,34.50,34.50,34.72,34.50,34.39,34.95,34.61,34.72,34.72,34.50,34.50,34.61,34.72,34.50,34.50,34.83,34.39,34.72,34.83,34.50,34.72,34.72,34.61,34.50,34.72,34.61,34.61,34.72,34.61,34.61,34.72,34.95,18.91,19.13,18.91,19.13,19.13,19.24,19.13,19.13,19.13,19.02,19.13,19.24,19.13,19.13,19.13,19.13,19.24,19.13,19.02,19.36,19.02,19.13,19.13,19.13,19.13,19.02,19.02,19.13,19.13,19.13,19.13,19.13,19.02,19.24,18.91,19.13,19.24,19.13,19.13,19.36,19.13,19.24,19.13,19.24,19.13,19.13,19.36,19.36,19.36,19.36,19.24,19.24,19.24,19.24,19.13,19.24,19.24,19.36,19.02,19.36,19.24,17.34,16.66,16.66,16.33,16.66,16.44,16.55,16.22,16.44,16.22,16.55,16.55,16.22,16.33,16.33,16.55,16.33,16.33,16.33,16.66,16.44,16.22,16.22,16.44,16.33,16.44,16.22,16.22,16.44,16.22,16.22,16.10,16.66,16.66,16.55,16.66,16.10,16.10,16.22,16.44,16.22,16.55,16.44,16.44,16.55,16.33,16.44,16.33,16.22,16.44,16.55,16.10,16.33,16.78,16.10,16.22,16.44,16.33,16.10,16.33,16.22,16.22,16.33,16.44,16.33,16.44,16.55,17.11,19.02,19.24,19.02,19.36,19.13,19.24,19.24,19.24,19.13,19.02,19.24,19.13,19.13,19.36,19.24,19.36,19.24,19.24,19.24,19.36,19.36,19.47,19.24,19.36,19.47,19.24,19.47,19.36,19.24,19.36,19.24,19.36,19.36,19.36,19.36,19.36,19.47,19.47,19.47,19.36,19.58,19.36,19.58,19.24,19.47,19.36,19.47,17.90,16.78,16.33,16.22,16.44,16.22,16.33,16.33,15.99,15.99,16.33,15.99,16.22,16.44,16.33,16.33,16.10,16.33,16.22,16.22,16.33,16.10,16.22,16.10,16.55,16.33,16.22,17.00,16.78,16.33,16.78,17.79,19.36,19.47,19.36,18.12,17.34,17.11,17.00,17.00,16.89,17.11,16.78,16.66,16.89,16.78,17.23,16.89,16.89,16.66,16.78,16.55,16.66,17.23,17.11,16.89,16.89,16.89,16.78,17.00,16.89,17.00,17.23,16.78,16.89,16.78,16.78,17.34,17.00,16.78,17.23,18.23,19.36,19.58,19.47,19.58,19.36,19.47,19.36
19.47,19.58,19.36,19.47,19.13,34.83,34.50,34.72,34.27,34.61,34.61,34.50,34.83,34.50,34.83,34.83,34.72,34.72,34.61,34.50,34.50,34.95,34.05,34.61,34.27,34.72,34.72,34.50,34.72,34.61,34.50,34.95,34.39,34.61,34.72,34.83,34.61,34.16,34.95,34.72,34.50,34.83,34.72,34.72,34.50,34.27,34.61,34.95,34.72,34.39,34.61,34.50,34.72,34.83,34.72,34.50,34.39,34.83,34.72,34.72,34.61,34.50,34.50,34.61,34.95,18.91,19.02,18.91,18.91,19.13,19.24,19.13,19.13,19.13,19.13,19.02,19.13,19.24,19.02,19.24,19.13,19.24,19.13,19.13,19.02,19.02,19.02,19.24,19.13,19.02,19.24,19.13,19.24,19.13,19.02,19.13,19.02,19.13,19.02,19.02,19.13,19.02,19.02,19.13,19.13,19.13,19.13,19.13,19.24,19.13,19.36,19.24,19.36,19.36,19.24,19.13,19.24,19.36,19.24,19.13,19.24,19.13,19.24,19.24,19.47,17.45,16.55,16.33,16.22,16.55,16.10,16.22,16.22,16.33,16.22,16.33,16.33,16.33,16.22,15.99,16.44,16.22,16.22,16.33,16.33,16.22,16.22,15.99,16.10,16.10,16.33,16.33,16.22,16.33,16.10,16.44,15.99,16.55,16.22,16.55,16.33,16.44,16.10,16.22,16.33,16.22,16.33,16.44,16.44,16.44,16.33,16.22,16.22,16.33,16.22,16.33,16.22,16.10,16.33,16.22,16.10,16.22,16.55,16.44,15.99,16.10,16.33,16.22,16.22,16.22,16.22,16.10,16.22,16.55,17.23,19.13,19.24,19.36,19.24,19.24,19.13,19.13,19.13,19.13,19.13,19.13,19.24,19.13,19.36,19.36,19.24,19.24,19.24,19.36,19.24,19.24,19.47,19.47,19.36,19.36,19.47,19.24,19.58,19.36,19.36,19.36,19.36,19.36,19.58,19.47,19.47,19.47,19.47,19.36,19.24,19.24,19.36,19.36,19.36,19.36,19.02,17.00,16.66,16.10,16.22,16.10,16.33,17.45,30.24,27.32,16.33,16.10,16.22,16.10,16.78,16.44,16.33,16.10,16.22,16.22,16.44,16.10,15.99,16.33,15.99,16.33,16.10,16.33,16.44,16.89,16.22,16.66,17.00,18.91,19.36,19.02,17.45,17.11,17.00,16.89,16.78,16.89,17.45,17.00,16.66,17.00,16.66,17.11,17.11,16.44,16.78,16.78,16.55,16.55,17.23,16.44,16.89,17.00,17.11,16.66,17.00,16.78,16.89,16.89,16.89,17.11,16.66,16.55,17.23,17.34,16.66,17.00,17.45,19.02,19.36,19.47,19.47,19.47,19.47,19.47
